date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:26:17	157695/157695	---M--	200	added ('OK')	image/jpeg	etag:%22b7dfbe3b4e0b847cc9c415327822fba8%22	https://www.theiamedia.agency/hs-fs/hubfs/orthopedics.jpg?width=1500&name=orthopedics.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hs-fs/hubfs/orthopedics56ea.jpg	(from https://www.theiamedia.agency/orthopedic-marketing)
12:26:18	215177/215177	---M--	200	added ('OK')	image/jpeg	etag:%22660765b4096ac56b39d7265963f39e74%22	https://www.theiamedia.agency/hs-fs/hubfs/Plastic%20Surgeon.jpg?width=1200&name=Plastic%20Surgeon.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hs-fs/hubfs/Plastic%20Surgeon9b5f.jpg	(from https://www.theiamedia.agency/plastic-surgery-practice-marketing)
12:26:21	2049864/2049864	---M--	200	added ('OK')	image/png	etag:%22bc687394204c2b714aacb21895d9c5ad%22	https://www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.41.42%20PM.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.41.42%20PM.png	(from https://www.theiamedia.agency/case-studies)
12:26:24	4751406/4751406	---M--	200	added ('OK')	image/png	etag:%2202ee46af4dd7068961acdde582e60b17%22	https://www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.41.01%20PM.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.41.01%20PM.png	(from https://www.theiamedia.agency/case-studies)
12:26:29	212808/212808	---M--	200	added ('OK')	image/png	etag:%22677770803e82bf0dca259d4ae9e9c595%22	https://www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.48.53%20PM.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.48.53%20PM.png	(from https://www.theiamedia.agency/case-studies)
12:26:29	2833057/2833057	---M--	200	added ('OK')	image/png	etag:%2254219f7686de7ea8a08690d464c643e1%22	https://www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.42.34%20PM.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.42.34%20PM.png	(from https://www.theiamedia.agency/case-studies)
12:26:29	5651435/5651435	---M--	200	added ('OK')	image/png	etag:%22dce99e1cde40f44c226a4bf871a4d97c%22	https://www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.42.42%20PM.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.42.42%20PM.png	(from https://www.theiamedia.agency/case-studies)
12:26:29	3020794/3020794	---M--	200	added ('OK')	image/png	etag:%22f4c00fd331f6f196ea028ade598d0d9c%22	https://www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.51.09%20PM.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.51.09%20PM.png	(from https://www.theiamedia.agency/case-studies)
12:26:31	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:27%20GMT	https://www.theiamedia.agency/testimonials?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/testimonialsc6eb	(from https://www.theiamedia.agency/case-studies)
12:26:31	144781/144781	---MCZ	200	added ('OK')	text/html	etag:W/%2287b0966921001f02c862a46c75bcb442%22	https://www.theiamedia.agency/testimonials	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/testimonials.html	(from https://www.theiamedia.agency/case-studies)
12:26:31	3239499/3239499	---M--	200	added ('OK')	image/png	etag:%22669b9b0dc2b44b71631a5128394d9379%22	https://www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.42.09%20PM.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screen%20Shot%202020-09-02%20at%201.42.09%20PM.png	(from https://www.theiamedia.agency/case-studies)
12:26:32	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:28%20GMT	https://www.theiamedia.agency/resources?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/resourcesc6eb	(from https://www.theiamedia.agency/case-studies)
12:26:32	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:28%20GMT	https://www.theiamedia.agency/about-us?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/about-usc6eb	(from https://www.theiamedia.agency/case-studies)
12:26:34	129706/129706	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:30%20GMT	https://www.theiamedia.agency/case-studies/generated_global_groups/28789910856.html	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/case-studies/generated_global_groups/28789910856.html	(from https://www.theiamedia.agency/case-studies/suncoast-window-films)
12:26:35	129706/129706	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:31%20GMT	https://www.theiamedia.agency/case-studies/generated_global_groups/28765508454.html	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/case-studies/generated_global_groups/28765508454.html	(from https://www.theiamedia.agency/case-studies/suncoast-window-films)
12:26:37	129706/129706	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:33%20GMT	https://www.theiamedia.agency/case-studies/generated_global_groups/28765508456.html	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/case-studies/generated_global_groups/28765508456.html	(from https://www.theiamedia.agency/case-studies/suncoast-window-films)
12:26:39	129706/129706	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:35%20GMT	https://www.theiamedia.agency/case-studies/generated_global_groups/28765504090.html	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/case-studies/generated_global_groups/28765504090.html	(from https://www.theiamedia.agency/case-studies/suncoast-window-films)
12:26:41	2125081/2125081	---M--	200	added ('OK')	image/jpeg	etag:%22c2cdb01387e51b1efc11879fc71150bc%22	https://www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Sarasota%20Window%20Tinting%20Sarasota%20Window%20Film%20Installation%20Service.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Sarasota%20Window%20Tinting%20Sarasota%20Window%20Film%20Installation%20Service.jpg	(from https://www.theiamedia.agency/case-studies/suncoast-window-films)
12:26:41	129707/129707	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:37%20GMT	https://www.theiamedia.agency/case-studies/generated_global_groups/28747431163.html	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/case-studies/generated_global_groups/28747431163.html	(from https://www.theiamedia.agency/case-studies/suncoast-window-films)
12:26:42	129705/129705	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:38%20GMT	https://www.theiamedia.agency/case-studies/generated_global_groups/28765504078.html	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/case-studies/generated_global_groups/28765504078.html	(from https://www.theiamedia.agency/case-studies/suncoast-window-films)
12:26:44	129705/129705	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:39%20GMT	https://www.theiamedia.agency/case-studies/POST	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/case-studies/POST	(from https://www.theiamedia.agency/case-studies/suncoast-window-films)
12:26:45	1287895/1287895	---M--	200	added ('OK')	image/jpeg	etag:%22de45dabdcc6e2360a5ffa8e5cf71933b%22	https://www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Insurance%20Claim%20Assistance%20and%20Mediation%20Insurance%20Defenders.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Insurance%20Claim%20Assistance%20and%20Mediation%20Insurance%20Defenders.jpg	(from https://www.theiamedia.agency/case-studies/insurance-defenders)
12:26:47	1858255/1858255	---M--	200	added ('OK')	image/jpeg	etag:%223360b1cea8e490f424883d1b2867caab%22	https://www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Home%20-%20SRQ%20Sign%20Partners%20-%20Wholesale%20Sign%20Manufacturer%20-%20SRQ%20Sign%20Partners.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Home%20-%20SRQ%20Sign%20Partners%20-%20Wholesale%20Sign%20Manufacturer%20-%20SRQ%20Sign%20Partners.jpg	(from https://www.theiamedia.agency/case-studies/srq-sign-partners)
12:26:47	706625/706625	---M--	200	added ('OK')	image/jpeg	etag:%22e4181c3836171b9a50de03a3371c116b%22	https://www.theiamedia.agency/hubfs/Homepage%20-%20Johnnie%20Calloway%20-%20johnniecalloway.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Homepage%20-%20Johnnie%20Calloway%20-%20johnniecalloway.jpg	(from https://www.theiamedia.agency/johnnie-calloway-case-study-theia-media-agency)
12:26:52	420038/420038	---M--	200	added ('OK')	image/jpeg	etag:%2279e84a5cc2a4d122b03b76365d9357b9%22	https://www.theiamedia.agency/hubfs/Full%20-%20HeliFi%20%e2%80%93%20Drone%20Community%20And%20Shop%20-%20helifi.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Full%20-%20HeliFi%20%e2%80%93%20Drone%20Community%20And%20Shop%20-%20helifi.jpg	(from https://www.theiamedia.agency/helifi-case-study-theia-media-agency)
12:26:53	3503464/3503464	---M--	200	added ('OK')	image/png	etag:%22a72ddf318069d047fe5702c1050d59e0%22	https://www.theiamedia.agency/hubfs/Full%20-%20Providian%20USA%20-%20providianusa.com.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Full%20-%20Providian%20USA%20-%20providianusa.com.png	(from https://www.theiamedia.agency/providian-staffing-solutions-case-study-theia-media-agency)
12:26:54	1032823/1032823	---M--	200	added ('OK')	image/jpeg	etag:%22e130f7cc70c94fc4d3b78bd23b942b52%22	https://www.theiamedia.agency/hubfs/Full%20-%20Region%20Solar%20%e2%80%93%20your%20trusted%20partner%20for%20solar%20solutions_%20-%20freeconsultation.regionsolar.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Full%20-%20Region%20Solar%20%e2%80%93%20your%20trusted%20partner%20for%20solar%20solutions_%20-%20freeconsultation.regionsolar.jpg	(from https://www.theiamedia.agency/region-solar-landing-page-case-study-theia-media-agency)
12:26:55	7377265/7377265	---M--	200	added ('OK')	image/png	etag:%22601d6015f8d53cc8ea287afd5c599ba5%22	https://www.theiamedia.agency/hubfs/JVK%20Photography%20-%20Professional%20Photography%20For%20Every%20Occasion_%20-%20jvkphotography.com.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/JVK%20Photography%20-%20Professional%20Photography%20For%20Every%20Occasion_%20-%20jvkphotography.com.png	(from https://www.theiamedia.agency/jvk-photography-case-study-theia-media-agency)
12:26:56	129706/129706	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:52%20GMT	https://www.theiamedia.agency/generated_global_groups/28765504080.html	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/generated_global_groups/28765504080.html	(from https://www.theiamedia.agency/free-consultation)
12:26:57	73447/73447	---M--	200	added ('OK')	image/png	etag:%2279629e059c973dac1095298e1700a37d%22	https://www.theiamedia.agency/hs-fs/hubfs/theia%20logo-white%20copy.png?width=200&name=theia%20logo-white%20copy.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hs-fs/hubfs/theia%20logo-white%20copy81e8.png	(from https://www.theiamedia.agency/free-consultation)
12:26:58	0/-1	---M--	302	error ('')			https://www.theiamedia.agency/creative-and-ux?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/creative-and-ux.1bcc6eb.delayed	(from https://www.theiamedia.agency/what-we-do)
12:26:58	0/-1	---M--	302	error ('')			https://www.theiamedia.agency/web-design-services?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/web-design-services.1bdc6eb.delayed	(from https://www.theiamedia.agency/what-we-do)
12:26:58	185106/185106	---M--	200	added ('OK')	image/jpeg	etag:%22b855f9f65d1e4088df5baa7f69495e71%22	https://www.theiamedia.agency/hs-fs/hubfs/waitress-ordering-products-by-digital-tablet-9MYFXSY.jpg?width=1200&name=waitress-ordering-products-by-digital-tablet-9MYFXSY.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hs-fs/hubfs/waitress-ordering-products-by-digital-tablet-9MYFXSYd89b.jpg	(from https://www.theiamedia.agency/what-we-do)
12:26:58	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:54%20GMT	https://www.theiamedia.agency/website-redesign-service?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/website-redesign-servicec6eb	(from https://www.theiamedia.agency/what-we-do)
12:26:58	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:54%20GMT	https://www.theiamedia.agency/landing-page-design?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/landing-page-designc6eb	(from https://www.theiamedia.agency/what-we-do)
12:26:58	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:54%20GMT	https://www.theiamedia.agency/email-marketing-services?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/email-marketing-servicesc6eb	(from https://www.theiamedia.agency/what-we-do)
12:26:59	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:54%20GMT	https://www.theiamedia.agency/lead-nurturing-services?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/lead-nurturing-servicesc6eb	(from https://www.theiamedia.agency/what-we-do)
12:26:59	1107/1107	---M--	200	added ('OK')	image/png	etag:%2201d9a54e29e66d4d397bd838036ae360%22	https://no-cache.hubspot.com/cta/default/5183040/f69bb4a8-b17c-476d-9ac6-bacddfa9ebea.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/no-cache.hubspot.com/cta/default/5183040/f69bb4a8-b17c-476d-9ac6-bacddfa9ebea.png	(from https://www.theiamedia.agency/what-we-do)
12:27:01	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:56%20GMT	https://www.theiamedia.agency/content-and-social-media?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/content-and-social-mediac6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:01	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:57%20GMT	https://www.theiamedia.agency/website-seo-copywriting?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/website-seo-copywritingc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:01	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:57%20GMT	https://www.theiamedia.agency/content-marketing-services?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/content-marketing-servicesc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:01	10420246/10420246	---M--	200	added ('OK')	image/png	etag:%22193283ad8eff6e58488a6118f19afeec%22	https://www.theiamedia.agency/hubfs/Full%20-%20Shiney%20Day%20Pet%20Sitting%20-%20Professional%20Care%20-%20Sarasota%2c%20Venice%2c%20Braden_%20-%20shineydaypetsitting.com.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Full%20-%20Shiney%20Day%20Pet%20Sitting%20-%20Professional%20Care%20-%20Sarasota,%20Venice,%20Braden_%20-%20shineydaypetsitting.com.png	(from https://www.theiamedia.agency/case-studies/shiney-day-specialized-pet-care)
12:27:01	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:57%20GMT	https://www.theiamedia.agency/social-media-design?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/social-media-designc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:01	692309/692309	---M--	200	added ('OK')	image/jpeg	etag:%2241ebbba6f16e209a66fcee6884f00b0e%22	https://www.theiamedia.agency/hubfs/Content%20And%20Social%20Media%20Marketing%20Sarasota%20Theia%20Media.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Content%20And%20Social%20Media%20Marketing%20Sarasota%20Theia%20Media.jpg	(from https://www.theiamedia.agency/what-we-do)
12:27:01	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:57%20GMT	https://www.theiamedia.agency/social-media-advertising-services?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/social-media-advertising-servicesc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:02	1107/1107	---M--	200	added ('OK')	image/png	etag:%2201d9a54e29e66d4d397bd838036ae360%22	https://no-cache.hubspot.com/cta/default/5183040/d68062ea-6133-4e02-9f3d-b1a79a994ad5.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/no-cache.hubspot.com/cta/default/5183040/d68062ea-6133-4e02-9f3d-b1a79a994ad5.png	(from https://www.theiamedia.agency/what-we-do)
12:27:02	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:58%20GMT	https://www.theiamedia.agency/seo-and-revenue-generation?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/seo-and-revenue-generationc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:02	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:58%20GMT	https://www.theiamedia.agency/seo-services?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/seo-servicesc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:02	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:58%20GMT	https://www.theiamedia.agency/local-seo-services?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/local-seo-servicesc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:03	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:58%20GMT	https://www.theiamedia.agency/ppc-management?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/ppc-managementc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:03	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:59%20GMT	https://www.theiamedia.agency/geofence-advertising?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/geofence-advertisingc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:03	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:59%20GMT	https://www.theiamedia.agency/conversion-rate-optimization?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/conversion-rate-optimizationc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:03	0/0	---MC-	302	error ('Found')	text/html	date:Wed,%2001%20Dec%202021%2010:26:59%20GMT	https://www.theiamedia.agency/page-speed-optimization?hsLang=en	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/page-speed-optimizationc6eb	(from https://www.theiamedia.agency/what-we-do)
12:27:04	1107/1107	---M--	200	added ('OK')	image/png	etag:%2201d9a54e29e66d4d397bd838036ae360%22	https://no-cache.hubspot.com/cta/default/5183040/b158d650-7a35-493d-b4de-ac9d003bcce8.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/no-cache.hubspot.com/cta/default/5183040/b158d650-7a35-493d-b4de-ac9d003bcce8.png	(from https://www.theiamedia.agency/what-we-do)
12:27:05	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Dec%202021%2010:27:01%20GMT	https://www.theiamedia.agency/app/	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/app/index.html	(from https://acsbapp.com/apps/app/dist/js/app.js)
12:27:06	129707/129707	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2001%20Dec%202021%2010:27:02%20GMT	https://www.theiamedia.agency/dist/js/app.js	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/dist/js/app.js	(from https://acsbapp.com/apps/app/dist/js/app.js)
12:27:08	286425/286425	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Dec%202021%2010:27:02%20GMT	https://www.theiamedia.agency/?remote=processAnalyticsRemote	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/indexdca0.html	(from https://acsbapp.com/apps/app/dist/js/app.js)
12:27:09	286427/286427	---MCZ	200	added ('OK')	text/html	date:Wed,%2001%20Dec%202021%2010:27:03%20GMT	https://www.theiamedia.agency/?remote=getBase64DataRemote&image=	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/indexde0b.html	(from https://acsbapp.com/apps/app/dist/js/app.js)
12:27:09	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Dec%202021%2010:27:02%20GMT	https://www.theiamedia.agency/dist/audio/	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/dist/audio/index.html	(from https://acsbapp.com/apps/app/dist/js/app.js)
12:27:10	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Dec%202021%2010:27:06%20GMT	https://www.theiamedia.agency/apps/	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/apps/index.html	(from https://acsbapp.com/apps/app/dist/js/app.js)
12:27:10	1856441/1856441	---M--	200	added ('OK')	image/jpeg	etag:%221c53b9-5e1d7249-60dc630ca44e4dd7;;;%22	https://acsbapp.com/apps/app/dist/media/whl.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/acsbapp.com/apps/app/dist/media/whl.jpg	(from https://acsbapp.com/apps/app/dist/js/app.js)
12:27:11	954442/954442	---M--	200	added ('OK')	image/jpeg	etag:%226fe104cbe8cb6370bc5a51414909e10e%22	https://www.theiamedia.agency/hubfs/803086_Copy%20of%20E-Book%20-%20SEO%20Checklist%20-%20Theia%20Media_v2_081420.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/803086_Copy%20of%20E-Book%20-%20SEO%20Checklist%20-%20Theia%20Media_v2_081420.jpg	(from https://www.theiamedia.agency/ebooks)
12:27:12	969567/969567	---M--	200	added ('OK')	image/jpeg	etag:%2229848e24b072d2321d978cca9efc9655%22	https://www.theiamedia.agency/hubfs/811415_E-Book%20-%20Guide%20To%20Online_Mockup_Op02_082720%20copy.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/811415_E-Book%20-%20Guide%20To%20Online_Mockup_Op02_082720%20copy.jpg	(from https://www.theiamedia.agency/ebooks)
12:27:14	675969/675969	---M--	200	added ('OK')	image/jpeg	etag:%2259f5b69e8c7cbbe80e7a9ccffbe8d046%22	https://www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Home.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Home.jpg	(from https://www.theiamedia.agency/case-studies/christine-law)
12:27:15	1244138/1244138	---M--	200	added ('OK')	image/jpeg	etag:%22ab949c17968ad26601fa9aa31bb4f4fa%22	https://www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Performance%20Physical%20Therapy%20-%20Revolutionary%20Pain%20Relief.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Performance%20Physical%20Therapy%20-%20Revolutionary%20Pain%20Relief.jpg	(from https://www.theiamedia.agency/case-studies/performance-physical-therapy)
12:27:16	981986/981986	---M--	200	added ('OK')	image/jpeg	etag:%22f1f643504552bdafdbe392eab93cc26b%22	https://www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20The%20Digital%20Detective%20-%20Tech%20Support%20-%20Sarasota%20-%20Get%20A%20Free%20Diagnostic.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20The%20Digital%20Detective%20-%20Tech%20Support%20-%20Sarasota%20-%20Get%20A%20Free%20Diagnostic.jpg	(from https://www.theiamedia.agency/case-studies/the-digital-detective)
12:27:17	1454769/1454769	---M--	200	added ('OK')	image/jpeg	etag:%2225b2f505a4a0741e7dd3ced3e56945e9%22	https://www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Home%20Healthy%20Think%20Tank.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Home%20Healthy%20Think%20Tank.jpg	(from https://www.theiamedia.agency/case-studies/healthy-think-tank)
12:27:19	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2001%20Dec%202021%2010:27:14%20GMT	http://static.hsappstatic.net/cos-LanguageSwitcher/static-1.11/img/globe.png	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/static.hsappstatic.net/cos-LanguageSwitcher/static-1.11/img/globe.1db.delayed	(from https://www.theiamedia.agency/hs/hsstatic/cos-LanguageSwitcher/static-1.11/sass/LanguageSwitcher.css)
12:27:19	1266855/1266855	---M--	200	added ('OK')	image/jpeg	etag:%22eb2983dfe270524642e942c53e90dfa2%22	https://www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Total%20Martial%20Arts%20Fitness%20-%20Voted%20Best%20Martial%20Arts%20Facility%207%20Years%20In%20A%20Row.jpg	C:/Users/Keks/Desktop/https___www.theiamedia.agency_/www.theiamedia.agency/hubfs/Screenshot_2020-09-02%20Total%20Martial%20Arts%20Fitness%20-%20Voted%20Best%20Martial%20Arts%20Facility%207%20Years%20In%20A%20Row.jpg	(from https://www.theiamedia.agency/case-studies/total-martial-arts-and-fitness)
